Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2009-08-18;452,14;454,59;450,38;454,59;0
2009-08-17;457,26;457,26;448,47;450,02;0
2009-08-14;465,67;469,31;457,43;459,05;0
2009-08-13;461,99;469,75;461,82;465,49;0
2009-08-12;454,73;461,43;452,65;460,56;0
2009-08-11;465,99;468,38;454,02;454,93;0
2009-08-10;467,71;467,71;463,31;465,47;0
2009-08-07;460,47;469,99;456,51;468,51;0
2009-08-06;463,32;465,60;459,20;461,58;0
2009-08-05;463,56;468,06;458,51;459,92;0
2009-08-04;464,26;465,29;460,15;464,57;0
2009-08-03;455,62;467,85;455,62;465,29;0
2009-07-31;458,05;460,59;454,87;457,15;0
2009-07-30;453,01;461,59;449,95;458,95;0
2009-07-29;442,48;454,05;442,48;451,09;0
2009-07-28;452,07;454,25;443,54;443,54;3.807.220.000
2009-07-27;453,38;455,13;447,71;450,34;2.997.760.000
2009-07-24;449,36;454,59;446,80;449,10;3.517.700.000
2009-07-23;441,86;451,28;439,57;450,49;3.461.650.000
2009-07-22;439,56;441,58;435,06;440,80;2.988.140.000
2009-07-21;434,49;442,63;433,49;439,07;2.918.160.000
2009-07-20;432,45;436,07;431,53;433,37;2.688.160.000
2009-07-17;430,32;432,65;428,00;429,42;3.275.320.000
2009-07-16;424,43;431,20;423,60;427,99;3.322.760.000
2009-07-15;415,44;425,38;415,44;425,38;3.489.820.000
2009-07-14;408,89;414,36;406,90;413,06;3.129.120.000
2009-07-13;394,18;407,74;391,91;407,74;2.770.040.000
2009-07-10;398,12;400,92;395,26;395,67;2.441.660.000
2009-07-09;397,87;403,15;397,77;400,06;2.488.710.000
2009-07-08;396,93;399,84;394,24;395,31;2.668.400.000
2009-07-07;403,41;405,92;397,04;397,54;2.425.620.000
2009-07-06;404,05;404,44;399,09;401,96;2.284.040.000
2009-07-03;410,20;410,56;405,31;406,98;1.864.740.000
2009-07-02;420,68;420,92;408,37;408,37;3.039.750.000
2009-07-01;416,66;424,63;416,66;422,94;2.829.150.000
2009-06-30;421,51;422,36;413,88;415,07;2.793.300.000
2009-06-29;410,77;421,65;410,77;420,57;0
2009-06-26;414,91;419,04;410,04;411,67;0
2009-06-25;415,01;415,86;407,04;413,40;2.810.130.000
2009-06-24;407,42;416,45;404,68;416,06;3.079.450.000
2009-06-23;415,01;415,86;407,04;405,08;0
2009-06-22;416,59;417,01;403,77;403,77;3.354.100.000
2009-06-19;416,21;419,40;414,26;416,32;7.024.470.000
2009-06-18;413,87;417,15;410,29;415,78;3.437.370.000
2009-06-17;420,77;420,77;409,87;412,70;4.046.370.000
2009-06-16;416,59;417,01;403,77;421,05;0
2009-06-15;433,29;433,29;421,47;421,59;0
2009-06-12;438,40;439,66;434,67;436,31;0
2009-06-11;433,83;440,13;433,83;439,32;0
2009-06-10;434,30;441,05;433,35;434,57;0
2009-06-09;432,36;434,96;428,34;429,53;2.694.150.000
2009-06-08;434,97;434,97;428,27;430,11;2.723.060.000
2009-06-05;438,70;443,03;434,65;436,43;3.307.550.000
2009-06-04;435,57;439,74;433,97;435,25;3.003.600.000
2009-06-03;442,95;442,95;432,77;434,36;2.904.830.000
2009-06-02;432,36;434,98;428,34;441,84;0
2009-06-01;428,50;442,20;428,47;441,30;2.876.250.000
2009-05-29;427,96;429,80;423,68;424,44;3.732.780.000
2009-05-28;425,19;427,48;420,21;423,83;2.945.950.000
2009-05-27;429,81;432,14;426,81;429,77;3.203.100.000
2009-05-26;420,29;428,60;413,36;427,97;3.309.360.000
2009-05-25;425,16;425,37;416,15;423,18;1.721.380.000
2009-05-22;423,28;427,11;419,24;423,53;2.550.960.000
2009-05-21;428,68;429,16;420,31;421,95;2.552.550.000
2009-05-20;426,23;434,98;425,73;433,41;4.429.440.000
2009-05-19;420,49;429,56;419,68;426,36;4.859.720.000
2009-05-18;404,75;417,35;403,35;417,09;3.647.000.000
2009-05-15;409,39;409,63;403,22;407,77;4.347.430.000
2009-05-14;405,12;406,99;399,29;406,74;3.940.670.000
2009-05-13;417,62;418,38;403,94;404,92;4.939.650.000
2009-05-12;414,87;422,25;413,36;416,13;4.107.140.000
2009-05-11;422,85;422,85;415,16;417,40;3.691.110.000
2009-05-08;418,15;426,24;418,15;422,84;4.432.200.000
2009-05-07;422,55;428,71;413,65;414,39;5.630.750.000
2009-05-06;416,87;425,93;416,87;420,94;4.878.000.000
2009-05-05;421,62;424,00;417,49;418,23;4.338.110.000
2009-05-04;411,46;421,78;411,30;421,50;3.481.330.000
2009-04-30;405,66;415,07;405,09;409,86;5.635.420.000
2009-04-29;395,79;404,73;395,79;403,55;4.620.890.000
2009-04-28;400,00;400,12;390,48;395,27;4.138.400.000
2009-04-27;397,59;404,11;393,50;402,95;3.628.620.000
2009-04-24;392,20;402,02;391,80;402,02;3.923.460.000
2009-04-23;391,76;396,40;389,54;390,73;4.491.650.000
2009-04-22;386,83;394,73;383,68;394,73;4.752.370.000
2009-04-21;386,43;390,14;377,86;386,82;4.844.140.000
2009-04-20;399,94;401,39;384,53;385,57;4.014.050.000
2009-04-17;396,58;401,93;394,62;401,92;5.099.070.000
2009-04-16;392,49;398,36;389,35;395,54;3.164.820.000
2009-04-15;388,13;391,11;385,37;390,38;2.838.340.000
2009-04-14;385,24;392,82;383,17;390,99;3.735.330.000
2009-04-09;376,51;386,11;375,43;385,04;3.435.360.000
2009-04-08;367,35;374,58;362,59;373,31;3.063.000.000
2009-04-07;374,75;375,41;366,42;370,07;3.011.340.000
2009-04-06;378,11;381,54;369,40;372,81;3.832.020.000
2009-04-03;371,78;380,64;370,73;374,78;4.370.270.000
2009-04-02;356,59;375,77;356,36;374,37;5.239.430.000
2009-04-01;348,48;354,51;342,13;353,37;3.145.500.000
2009-03-31;342,79;349,24;342,67;348,98;2.933.300.000
2009-03-30;355,88;355,88;341,11;341,11;3.154.770.000
2009-03-27;362,20;363,51;354,52;358,37;3.516.660.000
2009-03-26;359,28;362,54;358,31;362,54;3.428.920.000
2009-03-25;354,86;361,63;352,16;359,18;3.576.670.000
2009-03-24;357,92;359,62;352,87;355,64;3.607.710.000
2009-03-23;348,18;355,29;347,84;354,70;3.585.680.000
2009-03-20;341,19;346,97;340,77;346,09;6.544.180.000
2009-03-19;342,27;351,38;341,08;344,05;4.820.250.000
2009-03-18;342,54;346,39;336,76;340,37;3.114.790.000
2009-03-17;343,34;344,61;337,11;339,23;3.282.750.000
2009-03-16;337,18;346,25;337,18;344,93;3.040.520.000
2009-03-13;339,44;345,02;335,98;337,27;3.481.800.000
2009-03-12;331,91;338,12;325,09;337,04;3.891.530.000
2009-03-11;330,04;339,72;326,61;333,79;4.166.000.000
2009-03-10;318,09;320,20;314,41;331,30;793.564.000
2009-03-09;314,12;316,31;307,78;315,29;2.918.550.000
2009-03-06;317,00;322,37;312,25;313,89;3.608.350.000
2009-03-05;330,45;330,66;317,02;317,02;3.673.950.000
2009-03-04;319,58;333,35;319,39;333,35;3.936.230.000
2009-03-03;320,48;321,95;315,23;316,97;3.059.540.000
2009-03-02;328,23;328,38;317,82;318,94;3.280.040.000
2009-02-27;334,65;334,65;323,85;330,22;4.319.250.000
2009-02-26;332,41;341,41;330,29;337,82;4.224.510.000
2009-02-25;335,09;340,29;325,52;329,80;3.689.160.000
2009-02-24;335,50;336,22;327,00;333,46;3.563.670.000
2009-02-23;348,05;351,53;335,83;337,32;2.981.070.000
2009-02-20;356,33;356,69;344,18;344,18;4.283.080.000
2009-02-19;360,86;365,33;358,68;360,65;2.676.390.000
2009-02-18;362,32;363,68;354,22;359,73;3.117.140.000
2009-02-17;369,91;369,98;359,89;361,00;3.521.320.000
2009-02-16;375,00;377,81;373,14;373,63;2.056.810.000
2009-02-13;380,26;384,80;375,99;377,29;2.697.950.000
2009-02-12;384,90;384,90;373,63;376,52;3.218.240.000
2009-02-11;383,09;386,63;381,07;386,22;2.753.450.000
2009-02-10;394,35;396,01;384,57;384,57;3.644.330.000
2009-02-09;392,48;399,44;391,94;397,82;3.530.500.000
2009-02-06;386,14;396,18;384,39;395,39;4.124.450.000
2009-02-05;377,95;385,10;375,21;384,52;3.397.570.000
2009-02-04;375,02;386,79;373,74;383,14;3.678.020.000
2009-02-03;367,71;374,56;361,91;373,89;3.083.720.000
2009-02-02;367,59;368,42;360,37;365,56;2.540.370.000
2009-01-30;376,70;380,09;369,67;371,65;3.424.390.000
2009-01-29;382,88;383,60;375,09;377,92;3.294.310.000
2009-01-28;372,15;386,31;372,15;385,25;4.211.150.000
2009-01-27;369,03;371,43;364,30;368,85;3.096.380.000
2009-01-26;355,78;372,13;354,36;368,82;3.484.310.000
2009-01-23;359,30;360,63;348,50;356,84;3.695.920.000
2009-01-22;368,55;372,90;358,93;360,66;3.320.730.000
2009-01-21;361,31;368,32;354,82;364,35;3.876.060.000
2009-01-20;368,34;374,43;361,95;362,84;3.443.360.000
2009-01-19;377,72;380,70;364,15;369,24;2.815.500.000
2009-01-16;376,53;382,21;373,23;373,61;3.608.940.000
2009-01-15;379,37;380,06;368,19;371,39;4.275.000.000
2009-01-14;398,30;398,30;375,60;378,21;4.936.970.000
2009-01-13;400,88;400,88;392,32;395,83;3.734.760.000
2009-01-12;406,07;408,42;401,87;402,60;2.922.820.000
2009-01-09;417,27;420,04;405,47;408,50;3.793.070.000
2009-01-08;418,05;418,95;411,48;416,12;3.690.540.000
2009-01-07;427,72;427,72;420,11;421,71;3.315.480.000
2009-01-06;426,85;435,57;424,04;429,38;3.487.260.000
2009-01-05;428,12;430,02;423,00;426,13;3.227.390.000
2009-01-02;414,30;424,90;413,66;424,90;2.379.480.000
2008-12-30;407,12;411,59;407,12;411,50;2.167.820.000
2008-12-29;397,44;404,82;397,40;402,63;2.505.490.000
2008-12-23;394,96;401,86;394,22;394,94;2.618.370.000
2008-12-22;398,27;399,82;389,92;395,13;3.803.580.000
2008-12-19;400,29;406,24;396,39;398,96;8.424.030.000
2008-12-18;401,69;406,19;400,97;404,38;3.972.840.000
2008-12-17;405,20;405,21;394,65;400,22;4.495.440.000
2008-12-16;396,78;403,02;395,56;401,34;3.809.400.000
2008-12-15;401,27;404,83;393,73;395,67;3.061.730.000
2008-12-12;398,01;398,56;385,35;396,13;4.264.750.000
2008-12-11;405,26;407,87;399,81;404,17;3.877.450.000
2008-12-10;407,25;409,35;402,08;407,12;3.825.160.000
2008-12-09;395,66;409,60;392,48;404,67;4.729.490.000
2008-12-08;375,72;404,42;375,72;400,13;5.318.500.000
2008-12-05;385,22;385,76;369,74;373,53;4.601.760.000
2008-12-04;385,87;401,61;383,56;388,70;4.609.620.000
2008-12-03;383,84;390,96;374,18;388,44;4.076.820.000
2008-12-02;371,15;388,86;367,98;385,90;4.521.500.000
2008-12-01;396,44;396,44;373,42;375,27;4.076.050.000
2008-11-28;398,83;401,24;390,14;397,61;4.134.090.000
2008-11-27;392,50;399,05;391,97;398,35;3.437.470.000
2008-11-26;383,77;392,92;377,95;388,91;4.302.600.000
2008-11-25;387,66;398,44;380,98;387,96;6.378.580.000
2008-11-24;358,70;391,36;358,26;389,56;5.868.380.000
2008-11-21;363,28;369,22;348,46;356,59;5.414.820.000
2008-11-20;371,82;372,06;355,07;362,94;5.424.320.000
2008-11-19;394,21;394,38;374,63;375,48;4.987.440.000
2008-11-18;393,45;396,12;383,61;394,11;4.060.170.000
2008-11-17;404,71;407,52;388,86;392,49;4.082.380.000
2008-11-14;403,27;418,77;402,85;405,88;4.578.630.000
2008-11-13;396,58;405,18;392,14;401,44;4.497.600.000
2008-11-12;415,08;419,89;394,70;398,47;3.424.070.000
2008-11-11;428,52;428,72;409,95;410,98;4.673.500.000
2008-11-10;430,88;441,69;430,79;432,32;4.055.110.000
2008-11-07;417,34;431,00;411,10;425,35;4.918.550.000
2008-11-06;442,19;442,31;414,44;415,62;6.590.430.000
2008-11-05;453,28;453,28;443,44;444,34;5.878.920.000
2008-11-04;433,38;456,16;430,71;454,46;6.872.050.000
2008-11-03;434,41;439,76;428,67;432,75;6.142.990.000
2008-10-31;419,74;437,30;414,90;431,88;9.682.520.000
2008-10-30;417,15;434,21;416,66;421,14;10.839.200.000
2008-10-29;420,04;420,04;396,84;414,21;14.777.400.000
2008-10-28;374,20;410,86;373,73;410,86;20.784.200.000
2008-10-27;357,80;384,53;356,93;374,52;11.486.600.000
2008-10-24;392,68;392,69;354,92;375,40;8.370.530.000
2008-10-23;400,86;401,49;383,51;395,53;6.487.620.000
2008-10-22;416,61;416,61;399,54;401,71;6.051.950.000
2008-10-21;427,80;429,84;417,13;420,45;6.351.260.000
2008-10-20;419,25;431,70;417,63;424,08;6.719.120.000
2008-10-17;406,68;423,78;402,97;418,93;9.880.910.000
2008-10-16;425,26;426,40;400,31;406,17;9.934.650.000
2008-10-15;454,49;454,49;421,38;426,90;8.825.440.000
2008-10-14;445,68;471,13;445,57;455,42;9.636.420.000
2008-10-13;399,97;443,67;399,97;443,65;10.133.600.000
2008-10-10;412,73;412,73;379,81;398,86;13.121.500.000
2008-10-09;440,13;448,78;422,17;427,21;8.938.990.000
2008-10-08;462,95;464,09;424,90;437,16;13.015.200.000
2008-10-07;476,04;479,87;463,42;464,00;13.326.300.000
2008-10-06;505,84;505,84;466,91;470,38;10.489.200.000
2008-10-03;499,41;509,56;493,75;507,28;7.191.870.000
2008-10-02;509,49;515,78;495,02;497,42;8.331.430.000
2008-10-01;515,35;515,89;505,32;510,12;7.547.110.000
2008-09-30;504,47;513,56;496,64;513,10;9.520.310.000
2008-09-29;529,16;530,19;509,73;510,14;9.097.590.000
2008-09-26;539,49;539,73;529,81;534,15;6.106.890.000
2008-09-25;535,44;545,64;535,18;544,50;6.960.070.000
2008-09-24;537,44;540,22;532,09;535,40;6.342.620.000
2008-09-23;540,49;541,37;534,31;536,77;8.132.280.000
2008-09-22;548,78;551,96;541,52;541,79;9.019.580.000
2008-09-19;540,63;551,10;539,13;548,88;22.722.900.000
2008-09-18;523,47;531,44;517,85;521,30;14.364.100.000
2008-09-17;531,76;538,10;520,75;522,84;12.281.200.000
2008-09-16;538,60;539,02;522,46;531,67;14.396.100.000
2008-09-15;555,29;555,43;530,77;539,63;13.314.400.000
2008-09-12;551,91;556,67;549,33;555,91;7.176.050.000
2008-09-11;550,40;552,44;542,31;549,50;7.051.950.000
2008-09-10;555,32;555,66;548,82;552,56;7.718.320.000
2008-09-09;559,37;564,32;553,06;555,49;8.078.660.000
2008-09-08;548,41;568,32;548,41;560,31;7.970.520.000
2008-09-05;559,31;559,99;545,67;548,25;8.470.710.000
2008-09-04;578,39;579,22;561,31;562,40;7.196.110.000
2008-09-03;580,52;582,95;577,31;578,50;5.465.400.000
2008-09-02;576,21;586,95;573,24;584,19;7.129.300.000
2008-09-01;573,48;578,73;570,49;576,77;4.086.870.000
2008-08-29;576,02;579,47;574,74;577,15;5.025.200.000
2008-08-28;566,52;578,41;563,51;575,90;5.939.410.000
2008-08-27;567,86;569,81;561,89;567,97;4.583.380.000
2008-08-26;563,36;571,24;560,25;568,90;4.735.950.000
2008-08-25;567,27;570,43;564,84;565,21;2.899.180.000
2008-08-22;560,72;569,71;559,50;569,02;5.099.770.000
2008-08-21;563,94;564,00;558,35;559,74;5.967.030.000
2008-08-20;564,79;567,62;561,73;566,31;4.737.630.000
2008-08-19;572,55;572,55;561,93;562,94;5.859.910.000
2008-08-18;577,24;579,07;573,06;575,03;3.834.920.000
2008-08-15;577,03;580,91;571,47;575,65;5.855.530.000
2008-08-14;576,14;578,37;569,07;574,96;5.613.580.000
2008-08-13;584,37;584,61;572,76;573,00;7.742.400.000
2008-08-12;586,68;589,33;582,67;586,21;6.010.000.000
2008-08-11;584,81;588,55;584,30;588,33;5.737.690.000
2008-08-08;580,53;585,47;575,13;584,22;6.421.340.000
2008-08-07;582,15;588,44;580,19;582,09;6.105.810.000
2008-08-06;579,86;583,64;577,33;583,32;7.016.330.000
2008-08-05;566,95;579,62;564,84;578,73;7.624.580.000
2008-08-04;568,58;570,77;564,31;565,94;4.838.550.000
2008-08-01;576,96;578,41;569,16;570,59;6.339.750.000
2008-07-31;577,35;583,52;574,51;578,57;7.705.690.000
2008-07-30;569,19;579,30;569,19;576,01;7.215.510.000
2008-07-29;563,71;571,08;558,70;569,16;7.937.320.000
2008-07-28;571,90;571,90;566,07;566,51;5.644.850.000
2008-07-25;571,84;576,58;564,77;573,35;9.125.140.000
2008-07-24;584,22;586,39;572,20;573,87;9.083.650.000
2008-07-23;579,33;585,60;578,89;583,60;8.774.370.000
2008-07-22;572,11;576,11;565,73;575,55;6.881.360.000
2008-07-21;570,21;579,16;567,00;574,67;5.718.570.000
2008-07-18;560,92;571,09;558,65;570,10;9.568.010.000
2008-07-17;553,17;566,25;552,70;562,78;10.488.700.000
2008-07-16;547,44;553,42;538,43;551,98;9.223.160.000
2008-07-15;553,18;553,58;539,18;545,34;9.606.600.000
2008-07-14;556,72;560,97;555,59;556,55;5.685.530.000
2008-07-11;566,98;568,67;552,36;552,85;8.112.000.000
2008-07-10;569,51;572,18;562,27;566,01;7.289.150.000
2008-07-09;567,56;573,74;567,43;573,06;6.911.420.000
2008-07-08;572,83;572,85;558,90;565,24;8.219.430.000
2008-07-07;567,57;575,19;565,16;574,00;5.630.850.000
2008-07-04;570,78;571,33;562,52;563,72;4.418.300.000
2008-07-03;564,43;573,42;556,79;569,76;9.485.310.000
2008-07-02;570,91;576,53;567,37;567,37;8.309.400.000
2008-07-01;577,57;579,12;565,82;570,27;8.761.040.000
2008-06-30;581,19;582,91;570,17;580,40;7.335.750.000
2008-06-27;583,12;584,26;574,57;580,99;8.038.110.000
2008-06-26;594,53;595,18;584,49;584,82;7.145.970.000
2008-06-25;593,32;599,37;592,61;598,59;6.510.330.000
2008-06-24;597,33;599,24;584,25;591,26;8.277.590.000
2008-06-23;598,71;599,71;595,78;596,88;6.390.990.000
2008-06-20;609,52;612,59;593,99;597,29;13.259.400.000
2008-06-19;606,59;612,07;603,87;608,69;7.245.050.000
2008-06-18;615,49;616,05;607,15;609,05;6.795.160.000
2008-06-17;611,46;620,44;611,46;615,75;6.444.730.000
2008-06-16;613,16;615,51;604,68;609,58;5.747.340.000
2008-06-13;605,86;612,36;601,79;611,46;6.996.950.000
2008-06-12;602,94;608,67;601,97;607,50;7.204.970.000
2008-06-11;613,78;615,79;601,55;602,45;7.959.680.000
2008-06-10;613,47;614,71;608,02;612,49;7.156.420.000
2008-06-09;615,50;619,13;613,30;616,97;6.766.980.000
2008-06-06;631,46;634,49;616,62;617,24;8.472.980.000
2008-06-05;630,50;633,97;625,76;628,92;6.573.880.000
2008-06-04;631,57;631,63;624,27;629,92;6.410.240.000
2008-06-03;629,03;634,34;627,74;634,06;6.129.520.000
2008-06-02;638,82;639,74;631,13;632,15;5.542.300.000
2008-05-30;636,07;640,85;636,07;639,10;7.715.850.000
2008-05-29;634,72;637,35;630,49;634,71;6.785.580.000
2008-05-28;627,78;636,52;626,26;632,84;7.804.820.000
2008-05-27;628,04;630,04;622,28;626,44;6.086.190.000
2008-05-26;626,03;627,42;625,57;626,48;2.956.200.000
2008-05-23;637,59;637,74;626,19;626,66;6.853.670.000
2008-05-22;632,67;639,92;630,05;638,40;6.972.810.000
2008-05-21;642,43;644,56;633,32;635,50;8.110.530.000
2008-05-20;649,28;649,28;640,87;641,63;6.198.400.000
2008-05-19;647,14;652,95;646,82;652,80;6.125.950.000
2008-05-16;642,50;649,02;642,37;645,12;8.454.720.000
2008-05-15;637,64;639,31;635,01;639,07;6.313.890.000
2008-05-14;638,06;640,06;631,45;638,72;6.532.870.000
2008-05-13;636,59;637,57;630,84;635,38;6.083.690.000
2008-05-12;632,68;635,42;630,96;633,40;3.186.620.000
2008-05-09;632,72;633,21;627,39;630,28;6.836.160.000
2008-05-08;631,75;636,34;630,66;636,34;6.523.080.000
2008-05-07;632,41;638,47;632,31;636,10;6.611.280.000
2008-05-06;632,16;634,30;632,16;630,14;887.023.000
2008-05-05;631,67;634,20;630,98;633,47;3.668.600.000
2008-05-02;630,15;636,08;628,94;632,77;8.278.130.000
2008-04-30;618,49;624,82;615,48;624,02;7.669.160.000
2008-04-29;620,79;620,95;616,04;618,43;7.051.640.000
2008-04-28;621,25;626,87;620,45;622,52;5.535.720.000
2008-04-25;616,22;623,14;615,16;619,34;7.830.170.000
2008-04-24;610,77;614,00;605,05;612,94;8.055.120.000
2008-04-23;606,87;613,02;600,65;611,72;7.106.190.000
2008-04-22;607,15;612,13;603,50;605,51;6.453.700.000
2008-04-21;613,08;614,23;606,13;609,18;5.967.540.000
2008-04-18;602,45;614,82;602,45;613,57;8.631.920.000
2008-04-17;603,59;605,70;598,44;599,89;6.455.160.000
2008-04-16;595,11;602,64;593,50;602,20;7.138.860.000
2008-04-15;591,16;595,06;586,52;591,72;5.735.230.000
2008-04-14;589,07;589,92;585,07;588,72;5.602.080.000
2008-04-11;603,75;606,26;590,12;592,74;7.094.790.000
2008-04-10;601,35;602,10;592,77;600,65;8.045.610.000
2008-04-09;603,91;607,91;601,05;602,39;5.623.450.000
2008-04-08;608,86;609,10;603,00;606,47;5.725.930.000
2008-04-07;609,91;613,95;609,91;611,81;6.000.390.000
2008-04-04;604,96;609,13;600,76;606,79;6.328.920.000
2008-04-03;608,23;608,37;600,15;604,02;7.245.080.000
2008-04-02;605,65;608,61;603,06;606,66;8.575.790.000
2008-04-01;584,73;603,77;584,73;603,05;9.159.950.000
2008-03-31;586,07;587,33;578,49;587,24;6.166.640.000
2008-03-28;590,94;593,71;586,66;588,90;6.746.550.000
2008-03-27;581,45;592,70;581,10;590,39;7.979.430.000
2008-03-26;582,47;584,75;580,02;581,69;7.599.150.000
2008-03-25;565,76;584,36;565,73;583,73;9.961.130.000
2008-03-20;566,53;569,41;561,95;565,63;14.198.100.000
2008-03-19;575,73;579,76;565,53;569,46;11.484.000.000
2008-03-18;555,40;574,76;555,29;572,98;10.547.300.000
2008-03-17;579,19;579,19;553,39;554,53;13.990.200.000
2008-03-14;582,99;594,07;574,92;579,42;9.191.500.000
2008-03-13;589,87;589,87;574,45;583,17;8.927.970.000
2008-03-12;588,56;597,86;588,17;592,10;7.705.020.000
2008-03-11;580,18;591,40;576,84;585,47;8.894.540.000
2008-03-10;582,05;586,32;575,56;578,10;7.627.320.000
2008-03-07;589,32;589,81;580,33;585,39;8.868.000.000
2008-03-06;600,67;600,67;591,31;593,17;7.450.250.000
2008-03-05;592,14;601,95;591,58;600,81;7.634.220.000
2008-03-04;600,64;603,95;586,03;588,44;8.998.780.000
2008-03-03;602,73;602,84;593,35;600,43;7.608.210.000
2008-02-29;613,21;615,98;601,95;605,77;9.209.540.000
2008-02-28;625,50;627,36;614,84;615,68;8.049.240.000
2008-02-27;628,97;630,03;618,03;627,79;7.554.140.000
2008-02-26;620,78;628,39;620,78;627,26;1.931.300.000
2008-02-25;615,07;621,50;613,23;618,35;6.717.620.000
2008-02-22;617,51;617,72;608,32;611,56;9.017.850.000
2008-02-21;622,42;628,25;617,54;619,38;8.007.020.000
2008-02-20;620,85;623,51;614,13;618,01;8.408.240.000
2008-02-19;622,00;632,49;616,99;626,76;7.565.410.000
2008-02-18;616,28;626,09;616,13;623,73;6.094.530.000
2008-02-15;623,28;626,87;609,51;612,02;9.236.400.000
2008-02-14;628,92;631,82;621,10;623,20;8.897.710.000
2008-02-13;617,47;625,93;613,77;623,66;7.861.030.000
2008-02-12;605,75;622,98;602,15;622,10;10.434.200.000
2008-02-11;598,51;606,62;596,81;600,79;6.913.570.000
2008-02-08;604,26;610,77;598,52;603,15;6.740.280.000
2008-02-07;609,10;609,69;593,84;600,31;10.084.900.000
2008-02-06;601,51;612,20;598,32;611,45;10.052.800.000
2008-02-05;625,40;625,40;603,26;604,72;10.933.400.000
2008-02-04;626,21;631,02;624,65;626,49;7.557.270.000
2008-02-01;615,67;627,55;615,26;622,72;10.321.600.000
2008-01-31;611,15;613,97;597,16;610,83;10.704.800.000
2008-01-30;613,66;616,45;609,21;612,93;8.217.210.000
2008-01-29;607,94;617,47;607,56;615,26;9.699.440.000
2008-01-28;606,42;606,98;595,46;606,79;9.393.930.000
2008-01-25;607,67;622,27;605,11;607,63;12.494.900.000
2008-01-24;573,54;608,29;573,54;605,99;17.132.000.000
2008-01-23;601,39;609,55;569,20;573,26;18.048.400.000
2008-01-22;598,04;607,81;566,41;599,52;23.979.000.000
2008-01-21;640,38;640,38;596,62;598,14;21.425.700.000
2008-01-18;650,71;658,28;641,31;642,55;15.448.100.000
2008-01-17;659,41;662,90;649,90;650,82;11.260.500.000
2008-01-16;662,20;662,89;653,43;655,62;15.420.600.000
2008-01-15;679,45;680,48;664,83;665,39;11.964.300.000
